PLZ,Name ,Landkreis,Bundesland
49448,Lemförde u.a.,Landkreis Diepholz,Niedersachsen
32657,Lemgo,Kreis Lippe,Nordrhein-Westfalen
29485,Lemgow,Landkreis Lüchow-Dannenberg,Niedersachsen
27809,Lemwerder,Landkreis Wesermarsch,Niedersachsen
84435,Lengdorf,Landkreis Erding,Bayern
38268,Lengede,Landkreis Peine,Niedersachsen
8485,Lengenfeld,Landkreis Vogtlandkreis,Sachsen
87663,Lengenwang,Landkreis Ostallgäu,Bayern
49525,Lengerich,Kreis Steinfurt,Nordrhein-Westfalen
49838,Lengerich u.a.,Landkreis Emsland,Niedersachsen
83661,Lenggries,Landkreis Bad Tölz-Wolfratshausen,Bayern
57368,Lennestadt,Kreis Olpe,Nordrhein-Westfalen
73252,Lenningen,Landkreis Esslingen,Baden-Württemberg
23738,Lensahn,Kreis Ostholstein,Schleswig-Holstein
24632,Lentföhrden,Kreis Segeberg,Schleswig-Holstein
85101,Lenting,Landkreis Eichstätt,Bayern
19309,Lenzen,Landkreis Prignitz,Brandenburg
79853,Lenzkirch,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
71229,Leonberg,Landkreis Böblingen,Baden-Württemberg
33818,Leopoldshöhe,Kreis Lippe,Nordrhein-Westfalen
15324,Letschin,Landkreis Märkisch-Oderland,Brandenburg
9573,"Leubsdorf, Gornau, Augustusburg",Landkreis Erzgebirgskreis,Sachsen
92705,Leuchtenberg,Landkreis Neustadt a.d. Waldnaab,Bayern
35638,Leun,Landkreis Lahn-Dill-Kreis,Hessen
6237,Leuna,Landkreis Saalekreis,Sachsen-Anhalt
95191,Leupoldsgrün,Landkreis Hof,Bayern
91359,Leutenbach,Landkreis Forchheim,Bayern
71397,Leutenbach,Landkreis Rems-Murr-Kreis,Baden-Württemberg
2794,"Leutersdorf, Spitzkunnersdorf",Landkreis Görlitz,Sachsen
91578,Leutershausen,Landkreis Ansbach,Bayern
56599,Leutesdorf,Landkreis Neuwied,Rheinland-Pfalz
88299,Leutkirch im Allgäu,Landkreis Ravensburg,Baden-Württemberg
51381,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
51379,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
51377,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
51375,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
51373,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
51371,Leverkusen,Kreisfreie Stadt Leverkusen,Nordrhein-Westfalen
35423,Lich,Landkreis Gießen,Hessen
91586,Lichtenau,Landkreis Ansbach,Bayern
77839,Lichtenau,Landkreis Rastatt,Baden-Württemberg
33165,Lichtenau,Kreis Paderborn,Nordrhein-Westfalen
9244,Lichtenau,Landkreis Mittelsachsen,Sachsen
95192,Lichtenberg,Landkreis Hof,Bayern
9638,Lichtenberg/Erzgeb.,Landkreis Mittelsachsen,Sachsen
96215,Lichtenfels,Landkreis Lichtenfels,Bayern
35104,Lichtenfels,Landkreis Waldeck-Frankenberg,Hessen
15345,"Lichtenow, Altlandsberg u.a.",Landkreis Märkisch-Oderland,Brandenburg
72805,Lichtenstein,Landkreis Reutlingen,Baden-Württemberg
9350,Lichtenstein,Landkreis Zwickau,Sachsen
8115,Lichtentanne,Landkreis Zwickau,Sachsen
73669,Lichtenwald,Landkreis Esslingen,Baden-Württemberg
31618,Liebenau,Landkreis Nienburg (Weser),Niedersachsen
34396,Liebenau (Hessen),Landkreis Kassel,Hessen
38704,Liebenburg,Landkreis Goslar,Niedersachsen
16559,Liebenwalde,Landkreis Oberhavel,Brandenburg
15868,Lieberose,Landkreis Dahme-Spreewald,Brandenburg
1825,Liebstadt,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
65835,Liederbach am Taunus,Landkreis Main-Taunus-Kreis,Hessen
49536,Lienen,Kreis Steinfurt,Nordrhein-Westfalen
28865,Lilienthal,Landkreis Osterholz,Niedersachsen
74838,Limbach,Landkreis Neckar-Odenwald-Kreis,Baden-Württemberg
9212,Limbach-Oberfrohna,Landkreis Zwickau,Sachsen
65556,Limburg,Landkreis Limburg-Weilburg,Hessen
65555,Limburg,Landkreis Limburg-Weilburg,Hessen
65554,Limburg,Landkreis Limburg-Weilburg,Hessen
65553,Limburg,Landkreis Limburg-Weilburg,Hessen
65552,Limburg,Landkreis Limburg-Weilburg,Hessen
65551,Limburg,Landkreis Limburg-Weilburg,Hessen
65550,Limburg,Landkreis Limburg-Weilburg,Hessen
65549,Limburg,Landkreis Limburg-Weilburg,Hessen
67117,Limburgerhof,Landkreis Rhein-Pfalz-Kreis,Rheinland-Pfalz
63694,Limeshain,Landkreis Wetteraukreis,Hessen
22959,Linau,Kreis Herzogtum Lauenburg,Schleswig-Holstein
88131,Lindau (Bodensee),Landkreis Lindau (Bodensee),Bayern
35440,Linden,Landkreis Gießen,Hessen
25791,"Linden, Barkenholm",Kreis Dithmarschen,Schleswig-Holstein
67473,Lindenberg,Landkreis Bad Dürkheim,Rheinland-Pfalz
88161,Lindenberg im Allgäu,Landkreis Lindau (Bodensee),Bayern
64678,Lindenfels,Landkreis Bergstraße,Hessen
49699,Lindern (Oldenburg),Landkreis Cloppenburg,Niedersachsen
31698,Lindhorst,Landkreis Schaumburg,Niedersachsen
51789,Lindlar,Kreis Oberbergischer Kreis,Nordrhein-Westfalen
16835,Lindow u.a.,Landkreis Ostprignitz-Ruppin,Brandenburg
49811,Lingen,Landkreis Emsland,Niedersachsen
49809,Lingen,Landkreis Emsland,Niedersachsen
49808,Lingen,Landkreis Emsland,Niedersachsen
67360,Lingenfeld,Landkreis Germersheim,Rheinland-Pfalz
76351,Linkenheim-Hochstetten,Landkreis Karlsruhe,Baden-Württemberg
52441,Linnich,Kreis Düren,Nordrhein-Westfalen
31636,Linsburg,Landkreis Nienburg (Weser),Niedersachsen
63589,Linsengericht,Landkreis Main-Kinzig-Kreis,Hessen
53545,"Linz am Rhein, Ockenfels",Landkreis Neuwied,Rheinland-Pfalz
59510,Lippetal,Kreis Soest,Nordrhein-Westfalen
59558,Lippstadt,Kreis Soest,Nordrhein-Westfalen
59557,Lippstadt,Kreis Soest,Nordrhein-Westfalen
59556,Lippstadt,Kreis Soest,Nordrhein-Westfalen
59555,Lippstadt,Kreis Soest,Nordrhein-Westfalen
96170,Lisberg,Landkreis Bamberg,Bayern
54587,Lissendorf,Landkreis Vulkaneifel,Rheinland-Pfalz
25992,List,Kreis Nordfriesland,Schleswig-Holstein
96123,Litzendorf,Landkreis Bamberg,Bayern
2708,"Löbau, Kottmar u.a.",Landkreis Görlitz,Sachsen
74931,Lobbach,Landkreis Rhein-Neckar-Kreis,Baden-Württemberg
7356,Lobenstein,Landkreis Saale-Orla-Kreis,Thüringen
18314,Löbnitz,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
39279,"Loburg, Leitzkau",Landkreis Jerichower Land,Sachsen-Anhalt
74369,Löchgau,Landkreis Ludwigsburg,Baden-Württemberg
17321,"Löcknitz, Rothenklempenow",Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
76597,Loffenau,Landkreis Rastatt,Baden-Württemberg
79843,Löffingen,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
93470,Lohberg,Landkreis Cham,Bayern
34253,Lohfelden,Landkreis Kassel,Hessen
53797,Lohmar,Kreis Rhein-Sieg-Kreis,Nordrhein-Westfalen
1847,Lohmen,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
35792,Löhnberg,Landkreis Limburg-Weilburg,Hessen
49393,Lohne,Landkreis Vechta,Niedersachsen
32584,Löhne,Kreis Herford,Nordrhein-Westfalen
67727,Lohnsfeld,Landkreis Donnersbergkreis,Rheinland-Pfalz
97816,Lohr a. Main,Landkreis Main-Spessart,Bayern
35102,Lohra,Landkreis Marburg-Biedenkopf,Hessen
2999,Lohsa,Landkreis Bautzen,Sachsen
84180,Loiching,Landkreis Dingolfing-Landau,Bayern
17121,Loitz,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
94359,Loitzendorf,Landkreis Straubing-Bogen,Bayern
35457,Lollar,Landkreis Gießen,Hessen
1623,Lommatzsch,Landkreis Meißen,Sachsen
49624,Löningen,Landkreis Cloppenburg,Niedersachsen
91475,Lonnerstadt,Landkreis Erlangen-Höchstadt,Bayern
56295,Lonnig,Landkreis Mayen-Koblenz,Rheinland-Pfalz
89173,Lonsee,Landkreis Alb-Donau-Kreis,Baden-Württemberg
24366,Loose,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
73547,Lorch,Landkreis Göppingen,Baden-Württemberg
65391,Lorch,Landkreis Rhein-Lahn-Kreis,Rheinland-Pfalz
79541,Lörrach,Landkreis Lörrach,Baden-Württemberg
79540,Lörrach,Landkreis Lörrach,Baden-Württemberg
79539,Lörrach,Landkreis Lörrach,Baden-Württemberg
64653,Lorsch,Landkreis Bergstraße,Hessen
26901,"Lorup, Rastdorf",Landkreis Emsland,Niedersachsen
66679,Losheim,Landkreis Merzig-Wadern,Saarland
72290,Loßburg,Landkreis Freudenstadt,Baden-Württemberg
8294,Lößnitz,Landkreis Erzgebirgskreis,Sachsen
49504,Lotte,Kreis Steinfurt,Nordrhein-Westfalen
79807,Lottstetten,Landkreis Waldshut,Baden-Württemberg
25864,Löwenstedt,Kreis Nordfriesland,Schleswig-Holstein
74245,Löwenstein,Landkreis Heilbronn,Baden-Württemberg
27612,Loxstedt,Landkreis Cuxhaven,Niedersachsen
32312,Lübbecke,Kreis Minden-Lübbecke,Nordrhein-Westfalen
15907,Lübben (Spreewald),Landkreis Dahme-Spreewald,Brandenburg
3222,Lübbenau/ Spreewald,Landkreis Oberspreewald-Lausitz,Brandenburg
29488,Lübbow,Landkreis Lüchow-Dannenberg,Niedersachsen
23570,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23569,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23566,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23564,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23562,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23560,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23558,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23556,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23552,Lübeck,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23568,Lübeck Schlutup/St. Gertrud,Kreisfreie Stadt Lübeck,Schleswig-Holstein
23554,Lübeck St. Lorenz Nord,Kreisfreie Stadt Lübeck,Schleswig-Holstein
17509,Lubmin,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
19069,Lübstorf,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
19249,Lübtheen,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
19386,"Lübz, Passow",Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
29439,Lüchow,Landkreis Lüchow-Dannenberg,Niedersachsen
4613,Lucka,Landkreis Altenburger Land,Thüringen
29487,Luckau (Wendland),Landkreis Lüchow-Dannenberg,Niedersachsen
15926,"Luckau, Waldrehna, Heideblick, Fürstlich Drehna",Landkreis Dahme-Spreewald,Brandenburg
14943,Luckenwalde,Landkreis Teltow-Fläming,Brandenburg
